"CountryCode","SeriesCode","Year","DESCRIPTION",
"NGA","HD.HCI.HLOS","YR2017","Estimates based on data for 2010 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NGA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2010 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NGA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2010 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NGA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"NGA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"NGA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"NGA","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"NGA","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2016.",
"NGA","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2016.",
"NIC","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"NIC","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"NIC","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"NIC","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2010. Estimates are adjusted for repetition.",
"NIC","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2010. Estimates are adjusted for repetition.",
"NIC","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2010. Estimates are adjusted for repetition.",
"NIC","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NIC","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NIC","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NIC","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"NIC","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"NIC","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"NIC","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"NIC","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"NIC","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"NLD","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"NLD","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"NLD","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"NLD","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NLD","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NLD","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NLD","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NLD","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NLD","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NLD","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"NLD","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"NLD","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"NOR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"NOR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"NOR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"NOR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NOR","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NOR","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NOR","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NOR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NOR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NOR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"NOR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"NOR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"NPL","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"NPL","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"NPL","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"NPL","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"NPL","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"NPL","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"NPL","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NPL","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"NPL","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"NPL","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"NPL","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"NPL","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2016.",
"NPL","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2016.",
"NZL","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"NZL","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"NZL","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"NZL","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NZL","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NZL","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"NZL","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NZL","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NZL","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NZL","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"NZL","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"NZL","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"OMN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"OMN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"OMN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"OMN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"OMN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"OMN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"OMN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"OMN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"OMN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"OMN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"OMN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"OMN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"OMN","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"PAK","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"PAK","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"PAK","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"PAK","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"PAK","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"PAK","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"PAK","HD.HCI.HLOS","YR2017","Estimates based on data for 2017 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PAK","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2017 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PAK","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2017 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PAK","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"PAK","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"PAK","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"PAK","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"PAK","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"PAK","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"PAN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"PAN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"PAN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"PAN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"PAN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"PAN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"PAN","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PAN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PAN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PAN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"PAN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"PAN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"PAN","HD.HCI.STNT","YR2017","Estimates based on data for 2008.",
"PER","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"PER","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"PER","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"PER","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"PER","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"PER","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"PER","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PER","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PER","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PER","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"PER","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"PER","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"PER","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"PHL","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"PHL","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"PHL","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"PHL","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"PHL","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"PHL","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"PHL","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PHL","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"PHL","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
